loan_amnt,funded_amnt,funded_amnt_inv,term (months),int_rate (%),installment,grade,sub_grade,emp_length (year),home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,revol_bal,revol_util (%),total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,funded_ratio,credit_history_age,payment_ratio
6000,6000,6000.0,36.0,6.62,184.23,A,A2,10,MORTGAGE,60000.0,Source Verified,2011-06-01,Fully Paid,home_improvement,4.26,0,1991-11-01,1,8,13915,36.0,27,6631.958806,6631.96,6000.0,631.96,212.53,1.0,19.594520547945205,0.030705
12000,12000,12000.0,36.0,5.42,361.92,A,A1,2,MORTGAGE,159996.0,Source Verified,2011-06-01,Fully Paid,home_improvement,1.26,0,1999-04-01,0,5,5585,24.8,15,13029.04126,13029.04,12000.0,1029.04,379.36,1.0,12.175342465753424,0.030160000000000003
14000,14000,14000.0,36.0,7.91,438.13,A,A4,2,MORTGAGE,320000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,5.23,0,1995-01-01,1,10,45763,39.8,26,15554.79265,15554.79,14000.0,1554.79,5489.48,1.0,16.424657534246574,0.031294999999999996
5000,5000,5000.0,36.0,12.62,167.56,B,B5,4,OWN,50000.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,17.66,0,1989-07-01,2,5,13117,93.0,10,6031.988614,6031.99,5000.0,1031.99,185.81,1.0,21.931506849315067,0.033512
4000,4000,4000.0,36.0,5.42,120.64,A,A1,10,MORTGAGE,48000.0,Source Verified,2011-06-01,Fully Paid,home_improvement,11.53,0,1974-11-01,2,14,1779,6.4,38,4185.769353,4185.77,4000.0,185.77,2863.31,1.0,36.605479452054794,0.03016
10625,10625,10575.0,36.0,11.14,348.56,B,B2,4,RENT,117000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,6.33,1,2000-04-01,0,11,13657,29.9,25,12547.89293,12488.84,10625.0,1922.89,349.62,1.0,11.172602739726027,0.03280564705882353
11750,11750,11750.0,36.0,8.9,373.11,A,A5,9,MORTGAGE,49000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,16.56,0,1997-01-01,1,14,10662,25.8,38,13255.15508,13255.16,11750.0,1505.16,4310.56,1.0,14.421917808219177,0.03175404255319149
14000,14000,13475.0,60.0,12.99,318.48,C,C1,5,MORTGAGE,60000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,28.6,0,2000-08-01,0,13,10654,46.4,24,19105.32003,18388.87,14000.0,5105.32,951.96,1.0,10.838356164383562,0.02274857142857143
5000,5000,5000.0,36.0,7.91,156.48,A,A4,0,RENT,25200.0,Not Verified,2011-06-01,Fully Paid,major_purchase,8.38,0,1994-05-01,2,14,1037,11.2,17,5633.049926,5633.05,5000.0,633.05,162.69,1.0,17.095890410958905,0.031296
35000,24800,24750.0,36.0,16.11,873.25,C,C5,1,RENT,100000.0,Verified,2011-06-01,Fully Paid,credit_card,19.08,0,1994-12-01,1,8,46307,93.8,26,31436.6253,31373.25,24800.0,6636.63,876.8,0.7085714285714285,16.50958904109589,0.035211693548387095
30000,30000,29500.0,60.0,18.07,762.95,D,D4,6,MORTGAGE,200000.0,Verified,2011-06-01,Fully Paid,credit_card,7.18,0,1993-12-01,0,12,16210,59.4,46,38403.57797,37763.52,30000.0,8403.58,23160.4,1.0,17.50958904109589,0.02543166666666667
4000,4000,4000.0,36.0,7.42,124.28,A,A3,4,OWN,70000.0,Verified,2011-06-01,Fully Paid,major_purchase,28.3,0,1995-01-01,0,13,25171,57.2,49,4473.99799,4474.0,4000.0,474.0,140.86,1.0,16.424657534246574,0.03107
2800,2800,2800.0,36.0,8.9,88.91,A,A5,10,RENT,54000.0,Source Verified,2011-06-01,Charged Off,other,13.49,0,1985-03-01,0,10,25619,83.4,23,2820.41,2820.41,2339.14,390.8,88.91,1.0,26.268493150684932,0.03175357142857143
3000,3000,3000.0,36.0,6.62,92.12,A,A2,2,RENT,24000.0,Not Verified,2011-06-01,Fully Paid,major_purchase,8.1,0,2003-04-01,2,4,585,10.1,10,3308.779766,3308.78,3000.0,308.78,557.27,1.0,8.172602739726027,0.030706666666666667
19700,19700,19650.0,60.0,16.59,485.27,D,D1,10,MORTGAGE,65000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,29.13,0,1986-04-01,3,18,23018,44.9,43,26886.39394,26818.15,19700.0,7186.39,11383.67,1.0,25.183561643835617,0.024632994923857867
5000,5000,5000.0,36.0,7.91,156.48,A,A4,7,RENT,56000.0,Source Verified,2011-06-01,Fully Paid,credit_card,14.25,0,2001-09-01,0,7,3629,60.5,24,5633.049926,5633.05,5000.0,633.05,167.74,1.0,9.753424657534246,0.031296
5600,5600,5600.0,36.0,7.91,175.26,A,A4,6,RENT,38000.0,Not Verified,2011-06-01,Fully Paid,major_purchase,20.21,0,1993-12-01,0,12,32987,55.6,23,6176.246055,6176.25,5600.0,576.25,2676.56,1.0,17.50958904109589,0.03129642857142857
5000,5000,5000.0,36.0,17.19,178.74,D,D2,0,RENT,15000.0,Source Verified,2011-06-01,Fully Paid,car,4.64,0,2007-12-01,0,4,2020,80.8,7,6151.550799,6151.55,5000.0,1151.55,2583.4,1.0,3.5013698630136987,0.035748
16800,16800,16775.0,60.0,16.11,409.53,C,C5,5,MORTGAGE,58764.0,Verified,2011-06-01,Charged Off,debt_consolidation,16.36,0,1999-02-01,2,13,8043,38.7,28,4820.99,4813.87,1939.13,2363.89,215.0,1.0,12.336986301369864,0.024376785714285712
10000,10000,10000.0,36.0,5.42,301.6,A,A1,6,MORTGAGE,60000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,7.02,0,1996-05-01,1,21,9171,16.0,34,10700.69593,10700.7,10000.0,700.7,72.46,1.0,15.093150684931507,0.030160000000000003
3000,3000,3000.0,36.0,12.87,100.9,C,C1,4,RENT,75000.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,14.35,1,1987-06-01,1,8,5629,77.1,20,3639.563407,3639.56,3000.0,639.56,113.67,1.0,24.016438356164382,0.033633333333333335
6200,6200,6200.0,60.0,20.69,166.66,E,E4,4,RENT,90000.0,Source Verified,2011-06-01,Fully Paid,wedding,5.69,0,1997-12-01,1,7,6738,66.7,15,8203.683677,8203.68,6200.0,2003.68,4873.93,1.0,13.506849315068493,0.026880645161290323
6400,6400,6400.0,36.0,9.67,205.52,B,B1,2,RENT,46000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,8.45,1,1976-12-01,0,5,11011,84.7,12,7398.713631,7398.71,6400.0,998.71,217.22,1.0,34.52054794520548,0.0321125
5000,5000,5000.0,36.0,9.67,160.57,B,B1,10,MORTGAGE,99600.0,Verified,2011-06-01,Fully Paid,medical,15.22,0,1976-06-01,0,11,60631,70.3,28,5780.203228,5780.2,5000.0,780.2,172.23,1.0,35.02191780821918,0.032114
14075,10850,10825.0,60.0,12.12,242.02,B,B4,0,MORTGAGE,56000.0,Verified,2011-06-01,Charged Off,debt_consolidation,21.04,0,1990-07-01,1,17,3414,10.5,37,4596.74,4586.22,2739.14,1857.6,32.49,0.7708703374777975,20.931506849315067,0.02230599078341014
30000,18975,18950.0,60.0,19.39,496.31,E,E1,1,RENT,60000.0,Verified,2011-06-01,Charged Off,debt_consolidation,18.36,0,1996-05-01,0,6,7319,69.0,22,26762.53,26727.37,16142.58,10619.95,496.31,0.6325,15.093150684931507,0.026155994729907775
18000,12525,12525.0,60.0,21.82,344.65,F,F2,0,RENT,50000.0,Source Verified,2011-06-01,Charged Off,debt_consolidation,12.31,0,2000-01-01,3,9,26949,71.1,27,10510.38,10510.38,4011.19,5261.53,344.65,0.6958333333333333,11.421917808219177,0.02751696606786427
12000,12000,12000.0,36.0,7.91,375.54,A,A4,0,RENT,42000.0,Source Verified,2011-06-01,Fully Paid,credit_card,4.51,0,1997-02-01,1,16,6015,9.9,28,12817.38106,12817.38,12000.0,817.38,8691.26,1.0,14.336986301369864,0.031295
6400,6400,6400.0,36.0,20.2,238.5,E,E3,6,RENT,50000.0,Source Verified,2011-06-01,Fully Paid,wedding,6.38,0,2004-10-01,1,4,0,0.0,10,8547.148396,8547.15,6400.0,2147.15,1159.61,1.0,6.668493150684932,0.037265625
12000,12000,12000.0,60.0,19.79,316.53,E,E2,10,MORTGAGE,167000.0,Source Verified,2011-06-01,Fully Paid,other,10.85,0,1995-03-01,1,12,1133,17.2,22,17520.30662,17520.31,12000.0,5520.31,6780.01,1.0,16.263013698630136,0.026377499999999998
12000,12000,12000.0,36.0,5.42,361.92,A,A1,10,MORTGAGE,56700.0,Not Verified,2011-06-01,Fully Paid,credit_card,14.69,0,1979-07-01,0,16,28332,29.7,34,12630.03665,12630.04,12000.0,630.04,7932.78,1.0,31.93972602739726,0.030160000000000003
6500,6500,6500.0,36.0,5.42,196.04,A,A1,10,OWN,36000.0,Not Verified,2011-06-01,Fully Paid,car,5.77,0,1996-05-01,0,13,8121,7.8,16,7057.397349,7057.4,6500.0,557.4,207.09,1.0,15.093150684931507,0.03016
10000,10000,9975.0,36.0,5.42,301.6,A,A1,0,MORTGAGE,93000.0,Verified,2011-06-01,Fully Paid,major_purchase,26.98,0,1996-01-01,0,13,26455,58.0,26,10857.53439,10830.39,10000.0,857.53,316.14,1.0,15.424657534246576,0.030160000000000003
12000,12000,11975.0,36.0,7.91,375.54,A,A4,5,MORTGAGE,39996.0,Verified,2011-06-01,Charged Off,debt_consolidation,24.63,1,2001-10-01,0,13,5600,14.8,24,6001.6,5989.12,4979.05,1022.55,375.54,1.0,9.67123287671233,0.031295
3200,3200,3200.0,36.0,6.62,98.26,A,A2,10,MORTGAGE,55530.0,Verified,2011-06-01,Fully Paid,car,17.5,0,1990-07-01,0,7,9631,17.2,16,3537.029884,3537.03,3200.0,337.03,112.53,1.0,20.931506849315067,0.03070625
10000,10000,10000.0,36.0,11.63,330.38,B,B3,1,RENT,35000.0,Verified,2011-06-01,Charged Off,medical,9.02,0,2008-02-01,1,8,1479,19.2,10,7532.7,7532.7,5626.23,1618.9,677.28,1.0,3.3315068493150686,0.033038
19600,19600,19600.0,36.0,17.19,700.65,D,D2,0,RENT,110000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,10.29,1,1997-01-01,0,7,34538,78.9,12,23968.54149,23968.54,19600.0,4368.54,10668.77,1.0,14.421917808219177,0.03574744897959183
16000,16000,15975.0,60.0,18.49,410.58,D,D5,6,RENT,37700.0,Verified,2011-06-01,Fully Paid,medical,13.34,0,1997-05-01,0,6,0,0.0,9,18346.7965,18318.13,16000.0,2346.8,14656.33,1.0,14.093150684931507,0.02566125
12000,12000,12000.0,36.0,13.84,409.2,C,C2,1,RENT,60000.0,Not Verified,2011-06-01,Fully Paid,credit_card,22.92,0,2002-12-01,2,17,16950,54.7,20,14731.18442,14731.18,12000.0,2731.18,426.99,1.0,8.504109589041096,0.0341
5250,5250,5250.0,36.0,12.87,176.57,C,C1,2,MORTGAGE,56000.0,Verified,2011-06-01,Fully Paid,other,6.11,0,1995-11-01,1,3,12447,83.0,15,5467.808369,5467.81,5250.0,217.81,4939.05,1.0,15.591780821917808,0.03363238095238095
4000,4000,4000.0,36.0,9.67,128.45,B,B1,2,RENT,58000.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,18.12,1,1996-11-01,1,12,3026,40.9,18,4624.19602,4624.2,4000.0,624.2,138.25,1.0,14.58904109589041,0.032112499999999995
3000,3000,3000.0,36.0,6.62,92.12,A,A2,2,MORTGAGE,88668.0,Not Verified,2011-06-01,Fully Paid,major_purchase,3.3,0,1993-06-01,0,4,3781,16.4,17,3309.626268,3309.63,3000.0,309.63,75.82,1.0,18.01095890410959,0.030706666666666667
4400,4400,4400.0,36.0,15.62,153.87,D,D1,10,RENT,59976.0,Verified,2011-06-01,Fully Paid,debt_consolidation,0.5,0,2064-04-01,1,3,48,24.0,21,5539.171661,5539.17,4400.0,1139.17,166.08,1.0,-52.87123287671233,0.03497045454545455
16000,16000,16000.0,36.0,6.62,491.26,A,A2,4,MORTGAGE,97000.0,Source Verified,2011-06-01,Fully Paid,major_purchase,5.47,0,2004-12-01,0,11,1628,1.9,23,17658.88326,17658.88,16000.0,1658.88,2446.02,1.0,6.501369863013698,0.03070375
5500,5500,5500.0,36.0,12.87,184.98,C,C1,10,MORTGAGE,75000.0,Verified,2011-06-01,Fully Paid,other,22.38,1,1994-10-01,1,9,19836,94.9,32,6658.954105,6658.95,5500.0,1158.95,188.89,1.0,16.676712328767124,0.03363272727272727
11200,11200,11200.0,36.0,7.42,347.98,A,A3,4,MORTGAGE,50400.0,Source Verified,2011-06-01,Charged Off,major_purchase,6.12,0,2003-04-01,0,7,10106,59.4,24,8565.07,8565.07,7170.34,1163.88,381.92,1.0,8.172602739726027,0.031069642857142858
5200,5200,5200.0,36.0,7.91,162.74,A,A4,10,MORTGAGE,63599.0,Source Verified,2011-06-01,Fully Paid,medical,11.49,0,1996-10-01,0,17,457,0.6,35,5801.407715,5801.41,5200.0,601.41,1737.03,1.0,14.673972602739726,0.03129615384615385
15000,15000,15000.0,36.0,12.12,499.08,B,B4,10,MORTGAGE,56700.0,Not Verified,2011-06-01,Fully Paid,credit_card,18.84,0,1986-04-01,1,19,15069,36.9,29,16788.26719,16788.27,15000.0,1788.27,10306.37,1.0,25.183561643835617,0.033271999999999996
9800,9800,9775.0,36.0,8.9,311.19,A,A5,2,RENT,107000.0,Verified,2011-06-01,Fully Paid,wedding,9.67,0,2002-08-01,0,11,13380,52.6,14,11202.48974,11173.91,9800.0,1402.49,328.48,1.0,8.838356164383562,0.03175408163265306
3600,3600,3600.0,36.0,8.9,114.32,A,A5,3,RENT,18700.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,3.27,0,2007-10-01,0,4,1594,16.3,5,3912.873108,3912.87,3600.0,312.87,2431.7,1.0,3.6684931506849314,0.03175555555555555
14000,14000,14000.0,36.0,7.91,438.13,A,A4,5,RENT,45000.0,Not Verified,2011-06-01,Fully Paid,small_business,17.97,0,2004-10-01,0,4,5234,69.1,8,15769.73394,15769.73,14000.0,1769.73,885.64,1.0,6.668493150684932,0.031294999999999996
13500,13500,13500.0,36.0,5.42,407.16,A,A1,10,OWN,129600.0,Verified,2011-06-01,Fully Paid,debt_consolidation,18.22,0,1984-01-01,0,11,21433,47.6,28,14593.63283,14593.63,13500.0,1093.63,3620.37,1.0,27.432876712328767,0.030160000000000003
3000,3000,3000.0,36.0,15.62,104.91,C,C4,5,RENT,60000.0,Verified,2011-06-01,Fully Paid,wedding,20.24,0,1999-10-01,0,10,10026,77.7,23,3776.720974,3776.72,3000.0,776.72,112.78,1.0,11.673972602739726,0.03497
6000,6000,6000.0,36.0,12.87,201.79,C,C1,10,MORTGAGE,43200.0,Source Verified,2011-06-01,Fully Paid,home_improvement,6.58,2,1996-10-01,2,7,465,46.5,42,7171.38329,7171.38,6000.0,1171.38,1929.43,1.0,14.673972602739726,0.033631666666666664
8000,8000,8000.0,36.0,5.42,241.28,A,A1,1,RENT,55000.0,Not Verified,2011-06-01,Fully Paid,wedding,4.69,0,1997-11-01,1,8,4735,12.3,22,8686.027508,8686.03,8000.0,686.03,251.74,1.0,13.58904109589041,0.03016
7000,7000,7000.0,36.0,5.42,211.12,A,A1,5,MORTGAGE,155000.0,Source Verified,2011-06-01,Fully Paid,home_improvement,18.33,0,1999-04-01,0,12,866,5.9,27,7600.274071,7600.27,7000.0,600.27,228.89,1.0,12.175342465753424,0.03016
7200,7200,7200.0,36.0,11.14,236.2,B,B2,0,RENT,60000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,16.42,0,1989-12-01,1,7,30723,61.9,28,8503.047024,8503.05,7200.0,1303.05,237.11,1.0,21.512328767123286,0.03280555555555555
10000,10000,10000.0,36.0,18.07,361.88,D,D4,6,OWN,98000.0,Verified,2011-06-01,Fully Paid,other,14.41,1,1992-08-01,2,12,63659,53.5,20,12902.88703,12902.89,10000.0,2902.89,1705.04,1.0,18.843835616438355,0.036188
20000,20000,19975.0,36.0,11.63,660.76,B,B3,1,RENT,75000.0,Verified,2011-06-01,Fully Paid,other,14.22,0,2000-11-01,1,9,11308,46.5,26,23236.8715,23207.83,20000.0,3236.87,2260.2,1.0,10.586301369863014,0.033038
12000,12000,11975.0,36.0,9.67,385.35,B,B1,3,RENT,67000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,7.2,0,2006-10-01,0,5,3504,39.4,8,13703.46015,13674.91,12000.0,1703.46,3451.13,1.0,4.668493150684932,0.0321125
27000,17425,17175.0,60.0,20.69,468.38,E,E4,10,MORTGAGE,170000.0,Source Verified,2011-06-01,Charged Off,debt_consolidation,5.16,0,1991-09-01,0,6,12263,93.6,11,9366.84,9232.42,3963.85,5388.35,468.38,0.6453703703703704,19.76164383561644,0.026879770444763272
4500,4500,4500.0,36.0,7.42,139.82,A,A3,6,RENT,82560.0,Source Verified,2011-06-01,Fully Paid,car,4.81,1,1999-10-01,0,9,879,7.1,40,5033.226826,5033.23,4500.0,533.23,160.71,1.0,11.673972602739726,0.03107111111111111
12000,12000,12000.0,60.0,12.87,272.24,C,C1,10,MORTGAGE,46968.0,Source Verified,2011-06-01,Fully Paid,other,16.5,1,1994-04-01,1,11,32517,59.4,29,16002.49873,16002.5,12000.0,4002.5,4323.39,1.0,17.17808219178082,0.022686666666666667
3100,3100,3100.0,36.0,20.69,116.3,E,E4,7,MORTGAGE,96000.0,Verified,2011-06-01,Fully Paid,credit_card,16.79,0,2007-09-01,3,10,4930,85.0,12,4188.731704,4188.73,3100.0,1088.73,127.49,1.0,3.750684931506849,0.037516129032258067
24000,17200,17200.0,36.0,15.62,601.48,C,C4,4,OWN,190000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,4.83,0,1995-01-01,2,11,12803,44.9,37,21383.78426,21383.78,17200.0,4183.78,5176.99,0.7166666666666667,16.424657534246574,0.034969767441860464
8400,8400,8350.0,36.0,5.42,253.35,A,A1,3,MORTGAGE,72000.0,Not Verified,2011-06-01,Fully Paid,other,18.72,0,1988-07-01,0,8,18756,22.9,20,9120.310905,9066.02,8400.0,720.31,267.37,1.0,22.931506849315067,0.030160714285714284
12000,12000,12000.0,36.0,7.42,372.84,A,A3,6,RENT,48672.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,14.69,1,2001-10-01,0,13,9775,19.1,18,12928.06718,12928.07,12000.0,928.07,3973.28,1.0,9.67123287671233,0.031069999999999997
8000,8000,8000.0,60.0,18.07,203.46,D,D4,10,MORTGAGE,90000.0,Source Verified,2011-06-01,Fully Paid,home_improvement,9.36,1,2001-04-01,3,13,7382,38.2,30,12048.12,12048.12,8000.0,4048.12,2092.54,1.0,10.172602739726027,0.0254325
5000,5000,5000.0,36.0,16.59,177.25,D,D1,1,RENT,38000.04,Source Verified,2011-06-01,Fully Paid,debt_consolidation,4.07,0,2005-01-01,2,4,3444,68.9,7,6073.539396,6073.54,5000.0,1073.54,2715.95,1.0,6.416438356164384,0.03545
12000,12000,11975.0,36.0,6.62,368.45,A,A2,8,MORTGAGE,92000.0,Source Verified,2011-06-01,Fully Paid,home_improvement,7.77,0,1999-01-01,1,10,11465,15.2,17,12482.4234,12456.42,12000.0,482.42,9911.61,1.0,12.421917808219177,0.030704166666666664
35000,35000,34975.0,36.0,11.63,1156.33,B,B3,10,MORTGAGE,487000.0,Verified,2011-06-01,Charged Off,home_improvement,12.16,0,1993-04-01,1,17,26803,57.1,50,23851.08,23834.15,17917.52,5206.95,26.8,1.0,18.17808219178082,0.033038
10000,10000,10000.0,60.0,12.62,225.6,B,B5,10,MORTGAGE,44004.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,8.29,0,1998-07-01,1,21,5286,10.0,56,11175.43542,11175.44,10000.0,1175.44,8697.73,1.0,12.926027397260274,0.02256
13500,13500,13500.0,36.0,9.67,433.52,B,B1,7,MORTGAGE,55000.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,7.29,3,1994-11-01,0,11,8798,35.2,27,15606.65461,15606.65,13500.0,2106.65,444.89,1.0,16.59178082191781,0.03211259259259259
16000,16000,15750.0,60.0,16.11,390.03,C,C5,10,MORTGAGE,50000.0,Not Verified,2011-06-01,Charged Off,credit_card,22.8,0,1993-10-01,0,7,18558,72.5,29,8579.87,8445.34,4431.89,4147.98,35.64,1.0,17.676712328767124,0.024376875
15000,15000,15000.0,60.0,19.79,395.66,E,E2,2,MORTGAGE,108000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,16.27,0,2000-06-01,1,13,13883,83.1,52,21176.01316,21176.01,15000.0,6176.01,9744.99,1.0,11.005479452054795,0.026377333333333336
15000,15000,14725.0,36.0,7.91,469.43,A,A4,7,MORTGAGE,43200.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,11.17,0,1998-10-01,0,9,3511,30.8,27,16899.19459,16589.38,15000.0,1899.19,480.91,1.0,12.673972602739726,0.031295333333333335
25000,25000,24975.0,60.0,17.19,623.88,D,D2,2,MORTGAGE,196000.0,Verified,2011-06-01,Fully Paid,other,2.17,0,1971-05-01,0,11,5578,23.2,28,34270.76778,34236.5,25000.0,9270.77,14963.4,1.0,40.11232876712329,0.0249552
8500,8500,8500.0,36.0,11.14,278.85,B,B2,9,MORTGAGE,70000.0,Not Verified,2011-06-01,Fully Paid,car,23.09,0,1993-12-01,1,9,51395,41.6,19,10038.30132,10038.3,8500.0,1538.3,279.88,1.0,17.50958904109589,0.03280588235294118
15000,11450,11450.0,60.0,22.94,322.39,F,F5,3,RENT,60000.0,Source Verified,2011-06-01,Charged Off,debt_consolidation,19.28,0,2004-08-01,3,6,12488,86.1,13,2892.87,2892.87,1003.04,1889.83,322.39,0.7633333333333333,6.835616438356165,0.028156331877729257
5000,5000,5000.0,60.0,17.19,124.78,D,D2,0,RENT,24600.0,Source Verified,2011-06-01,Fully Paid,other,21.41,0,1995-08-01,0,5,15465,92.6,9,7483.81,7483.81,5000.0,2483.81,371.35,1.0,15.843835616438357,0.024956
5600,5600,5600.0,36.0,11.63,185.02,B,B3,4,MORTGAGE,95000.0,Source Verified,2011-06-01,Fully Paid,credit_card,8.12,0,1983-10-01,1,5,12951,74.9,20,6382.477523,6382.48,5600.0,782.48,965.1,1.0,27.684931506849313,0.033039285714285715
12000,12000,12000.0,60.0,24.4,348.01,G,G4,7,RENT,35775.63,Not Verified,2011-06-01,Charged Off,renewable_energy,12.98,0,2006-12-01,0,2,15780,98.6,5,4777.71,4777.71,1392.39,2775.71,696.02,1.0,4.501369863013698,0.029000833333333333
14400,14400,14375.0,36.0,11.14,472.4,B,B2,3,RENT,72000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,14.75,0,2001-03-01,0,19,18421,67.0,28,16507.86723,16479.21,14400.0,2107.87,7062.17,1.0,10.257534246575343,0.03280555555555555
7000,7000,7000.0,36.0,19.39,257.98,E,E1,7,RENT,43000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,5.64,0,1999-05-01,1,3,5981,92.0,7,9287.014982,9287.01,7000.0,2287.01,263.77,1.0,12.093150684931507,0.036854285714285714
6000,6000,6000.0,36.0,18.07,217.13,D,D4,0,RENT,21600.0,Not Verified,2011-06-01,Fully Paid,renewable_energy,5.67,0,2008-01-01,0,3,3947,78.9,5,7579.139258,7579.14,6000.0,1579.14,2595.23,1.0,3.4164383561643836,0.03618833333333333
9875,9875,9875.0,60.0,18.07,251.14,D,D4,9,RENT,52000.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,22.34,0,2005-12-01,2,5,6553,92.3,17,12860.75979,12860.76,9875.0,2985.76,7347.67,1.0,5.501369863013698,0.025431898734177213
3500,3500,3500.0,60.0,21.48,95.64,F,F1,1,RENT,34737.0,Source Verified,2011-06-01,Fully Paid,other,14.51,0,2007-08-01,0,12,3790,66.5,13,5360.543947,5360.54,3500.0,1860.54,1826.28,1.0,3.835616438356164,0.027325714285714287
7100,7100,7100.0,36.0,8.9,225.45,A,A5,3,RENT,31000.0,Not Verified,2011-06-01,Fully Paid,other,14.21,0,2000-07-01,2,3,3599,24.0,11,8116.109766,8116.11,7100.0,1016.11,239.97,1.0,10.923287671232877,0.03175352112676056
4500,4500,4475.0,36.0,5.42,135.72,A,A1,10,MORTGAGE,99000.0,Not Verified,2011-06-01,Fully Paid,home_improvement,14.15,0,1996-02-01,0,12,17150,53.6,37,4852.889651,4825.93,4500.0,352.89,1472.17,1.0,15.33972602739726,0.03016
25475,21575,21300.0,60.0,13.49,496.33,C,C2,7,MORTGAGE,68900.0,Verified,2011-06-01,Charged Off,debt_consolidation,28.04,0,1996-06-01,0,14,38881,67.5,28,7441.98,7346.98,4112.07,3315.78,496.33,0.8469087340529932,15.008219178082191,0.02300486674391657
5000,5000,5000.0,36.0,14.82,172.89,C,C3,4,MORTGAGE,39996.0,Verified,2011-06-01,Fully Paid,other,5.25,0,2000-11-01,0,3,833,20.8,5,5210.002433,5210.0,5000.0,210.0,173.44,1.0,10.586301369863014,0.034578
2400,2400,2375.0,36.0,17.19,85.8,D,D2,1,RENT,30000.0,Source Verified,2011-06-01,Charged Off,debt_consolidation,5.48,0,2002-10-01,3,21,2663,54.3,43,358.01,354.29,156.1,100.67,85.8,1.0,8.67123287671233,0.03575
7200,7200,7200.0,36.0,5.42,217.16,A,A1,10,MORTGAGE,36000.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,8.57,0,1989-12-01,0,9,6198,21.4,30,7811.567286,7811.57,7200.0,611.57,872.96,1.0,21.512328767123286,0.03016111111111111
30000,19100,19050.0,60.0,21.74,524.71,F,F5,3,RENT,324996.0,Verified,2011-06-01,Fully Paid,other,8.3,0,1996-11-01,8,6,0,0.0,42,23025.33784,22965.06,19100.0,3925.34,17262.66,0.6366666666666667,14.58904109589041,0.0274717277486911
5000,5000,4975.0,36.0,15.62,174.85,C,C4,1,RENT,43200.0,Not Verified,2011-06-01,Charged Off,other,14.58,0,2003-01-01,2,6,954,59.6,14,1625.97,1617.85,916.41,478.15,174.85,1.0,8.419178082191781,0.03497
15000,15000,14750.0,36.0,12.87,504.48,C,C1,1,MORTGAGE,130000.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,13.1,0,1999-10-01,0,11,24810,54.8,22,18160.86747,17858.19,15000.0,3160.87,513.89,1.0,11.673972602739726,0.033632
4000,4000,4000.0,36.0,17.19,142.99,D,D2,10,RENT,34000.0,Not Verified,2011-06-01,Fully Paid,debt_consolidation,11.51,0,2000-12-01,2,7,12830,82.8,16,5147.613709,5147.61,4000.0,1147.61,150.68,1.0,10.504109589041096,0.0357475
15000,15000,14450.0,36.0,7.91,469.43,A,A4,10,MORTGAGE,160000.0,Verified,2011-06-01,Fully Paid,debt_consolidation,9.38,0,1993-03-01,0,16,17070,24.4,25,16708.42945,16095.79,15000.0,1708.43,396.49,1.0,18.263013698630136,0.031295333333333335
11000,11000,11000.0,60.0,21.82,302.69,F,F2,10,MORTGAGE,74000.0,Verified,2011-06-01,Fully Paid,other,18.7,0,1995-09-01,1,13,6966,70.4,27,18024.27001,18024.27,11000.0,7024.27,2284.39,1.0,15.758904109589041,0.027517272727272727
1500,1500,1500.0,36.0,11.63,49.56,B,B3,0,RENT,44400.0,Source Verified,2011-06-01,Fully Paid,debt_consolidation,11.76,0,1995-12-01,0,7,11666,87.4,21,1514.73,1514.73,1500.0,14.73,1515.07,1.0,15.509589041095891,0.03304
